id,performance_id,element_index,element_name,base_value,goe,panel_score,judges_scores,is_bonus
1370,143,12,FCCoSp4,3.5,0.4,3.9,"0,2,1,2,2,2,-1,0,1",False
1371,144,1,4Sq+2A+SEQ,13.0,-0.42,12.58,"0,0,0,-1,-1,0,-2,-1,0",False
1372,144,2,3Lz+2T,7.2,-0.51,6.69,"-2,-1,0,-1,0,-1,-2,-1,0",False
1373,144,3,3A,8.0,1.14,9.14,"1,2,2,1,1,1,2,1,2",False
1374,144,4,3Lo,4.9,0.28,5.18,"1,1,1,0,0,1,-1,0,1",False
1375,144,5,StSq3,3.3,0.75,4.05,"3,2,3,1,2,3,2,2,2",False
1376,144,6,4Sq,10.67,-0.69,9.98,"-1,-1,0,0,-1,0,-1,-1,-1",True
1377,144,7,3Lzq,6.49,-0.76,5.73,"-1,-1,-2,-1,-1,-1,-2,-2,-1",True
1378,144,8,2A+1Eu+3S,8.91,0.37,9.28,"0,2,1,0,1,2,1,0,1",True
1379,144,9,FCCoSp4,3.5,0.8,4.3,"3,2,2,2,2,3,2,3,0",False
1380,144,10,CCSp4,3.2,1.05,4.25,"3,3,4,4,3,3,3,4,2",False
1381,144,11,ChSq1,3.0,1.14,4.14,"3,2,3,2,3,4,2,1,1",False
1382,144,12,CCoSp3,3.0,0.81,3.81,"2,2,3,3,3,3,3,2,3",False
1383,145,1,3Lo,4.9,1.4,6.3,"3,3,4,3,3,2,3,2,3",False
1384,145,2,4T+3T,13.7,2.44,16.14,"2,2,3,3,3,2,2,3,3",False
1385,145,3,4TF,9.5,-4.75,4.75,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1386,145,4,ChSq1,3.0,1.07,4.07,"4,2,2,2,2,3,2,2,1",False
1387,145,5,3A<+1Eu+3S,11.2,-0.82,10.38,"-1,-2,-1,-1,-1,-1,-3,-2,-1",False
1388,145,6,3Aq,8.8,-1.37,7.43,"-2,-1,-1,-2,-2,-2,-3,-1,-2",True
1389,145,7,3Lz!<+2A+SEQ,8.82,-1.62,7.2,"-3,-3,-3,-3,-3,-4,-4,-4,-4",True
1390,145,8,FCSp4,3.2,0.41,3.61,"1,1,1,2,2,2,1,1,1",False
1391,145,9,StSq2,2.6,0.71,3.31,"4,3,4,2,3,3,2,1,2",False
1392,145,10,3F,5.83,1.06,6.89,"2,2,3,2,2,2,2,1,2",True
1393,145,11,CCoSp4,3.5,0.3,3.8,"2,0,3,1,2,1,-3,-1,1",False
1394,145,12,CSSp4,3.0,0.86,3.86,"3,3,4,2,3,3,3,2,3",False
1395,146,1,3AF,8.0,-4.0,4.0,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1396,146,2,3Aq+REP,5.6,-4.0,1.6,"-4,-5,-5,-5,-5,-5,-5,-5,-5",False
1397,146,3,3Lo,4.9,1.12,6.02,"2,3,3,2,2,3,2,2,1",False
1398,146,4,3S,4.3,0.98,5.28,"2,3,3,2,1,3,2,2,2",False
1399,146,5,FCCoSp4,3.5,1.5,5.0,"4,5,5,4,3,5,4,4,4",False
1400,146,6,3Lz!q+3T,11.11,-1.43,9.68,"-3,-2,-2,-2,-3,-2,-3,-3,-2",True
1401,146,7,3Fq+2A+2A+SEQ,13.09,-0.68,12.41,"-2,-1,-2,0,-2,0,-2,-1,-1",True
1402,146,8,StSq4,3.9,1.67,5.57,"4,5,5,5,4,5,3,4,3",False
1403,146,9,ChSq1,3.0,1.5,4.5,"3,4,3,4,2,4,2,3,2",False
1404,146,10,3F,5.83,0.98,6.81,"0,0,3,3,2,2,2,2,2",True
1405,146,11,CCoSp4,3.5,1.5,5.0,"4,4,4,4,3,5,4,5,5",False
1406,146,12,CCSp4,3.2,1.33,4.53,"4,4,5,4,4,5,3,4,4",False
1407,147,1,4T<<,4.2,-2.1,2.1,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1408,147,2,4T+2T,10.8,0.54,11.34,"0,1,1,0,0,1,1,0,1",False
1409,147,3,3A+2A+SEQ,11.3,1.83,13.13,"2,2,3,3,2,3,2,2,2",False
1410,147,4,2Lo,1.7,0.02,1.72,"0,0,0,2,0,0,0,-1,1",False
1411,147,5,CCSp3,2.8,0.52,3.32,"2,2,3,2,2,2,2,1,1",False
1412,147,6,StSq2,2.6,0.67,3.27,"3,2,3,3,3,4,2,2,2",False
1413,147,7,3A,8.8,2.17,10.97,"3,2,2,4,2,3,3,3,3",True
1414,147,8,3Lz+1Eu+3S<,10.82,-2.53,8.29,"-3,-5,-5,-5,-4,-5,-3,-4,-4",True
1415,147,9,3F,5.83,0.53,6.36,"0,2,2,0,1,2,1,1,0",True
1416,147,10,FSSp4,3.0,0.17,3.17,"1,0,1,0,2,1,1,-1,0",False
1417,147,11,ChSq1,3.0,1.0,4.0,"3,2,2,1,2,3,2,1,2",False
1418,147,12,CCoSp3,3.0,0.6,3.6,"2,2,1,2,2,2,2,3,2",False
1419,148,1,3A+1Eu+3S,12.8,0.8,13.6,"2,1,1,0,1,2,1,0,1",False
1420,148,2,3A,8.0,1.37,9.37,"2,1,1,2,1,3,2,2,2",False
1421,148,3,2A+2T,4.6,0.09,4.69,"0,0,0,-1,0,1,1,1,0",False
1422,148,4,3Lo,4.9,0.56,5.46,"1,0,1,2,0,2,2,1,1",False
1423,148,5,FCSp3,2.8,0.44,3.24,"1,1,2,2,2,2,2,1,1",False
1424,148,6,ChSq1,3.0,0.71,3.71,"2,1,2,1,1,3,2,1,1",False
1425,148,7,3Lz+2A+SEQ,10.12,1.43,11.55,"3,2,3,2,2,3,3,2,1",True
1426,148,8,3Lz,6.49,1.01,7.5,"2,1,2,2,1,2,2,2,1",True
1427,148,9,2F,1.98,-0.44,1.54,"-1,-4,-3,-3,-2,-2,-3,-2,-2",True
1428,148,10,StSq3,3.3,0.8,4.1,"3,1,3,3,2,2,2,3,2",False
1429,148,11,CSSp4,3.0,0.47,3.47,"1,3,2,2,1,2,2,0,1",False
1430,148,12,CCoSp4,3.5,0.65,4.15,"2,1,1,2,2,2,2,2,2",False
1431,149,1,3S,4.3,1.23,5.53,"3,3,4,3,2,2,3,3,3",False
1432,149,2,3Lz+3T,10.1,1.69,11.79,"2,3,3,3,3,3,2,3,3",False
1433,149,3,3A<F<,6.4,-3.2,3.2,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1434,149,4,3F!,5.3,0.38,5.68,"0,0,1,1,0,1,1,1,1",False
1435,149,5,CCoSp3,3.0,0.56,3.56,"2,1,2,2,2,2,0,3,2",False
1436,149,6,StSq3,3.3,0.75,4.05,"2,2,3,2,2,3,2,4,1",False
1437,149,7,3A<+2T,8.47,-1.46,7.01,"-2,-2,-2,-3,-2,-4,-3,-2,-2",True
1438,149,8,3LzF,6.49,-2.87,3.62,"-5,-5,-4,-5,-5,-5,-5,-5,-4",True
1439,149,9,3Loq,5.39,-0.98,4.41,"-2,-1,-2,-2,-2,-3,-2,-2,-2",True
1440,149,10,FCCoSp3,3.0,0.47,3.47,"1,2,3,1,3,2,-2,1,1",False
1441,149,11,FSSp4,3.0,0.86,3.86,"3,3,3,3,3,3,3,2,2",False
1442,149,12,ChSq1,3.0,1.43,4.43,"3,2,3,3,3,4,2,4,1",False
1443,150,1,4FqFq,11.0,-5.5,5.5,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1444,150,2,4Tq+3T,13.7,-0.81,12.89,"-1,-1,0,0,-2,0,-2,-1,-1",False
1445,150,3,3A,8.0,2.17,10.17,"3,2,2,3,2,3,3,4,3",False
1446,150,4,3Lo,4.9,0.07,4.97,"0,0,1,0,0,0,1,0,-1",False
1447,150,5,FCSp4,3.2,0.46,3.66,"1,2,1,2,1,2,1,2,1",False
1448,150,6,ChSq1,3.0,0.79,3.79,"2,1,2,2,1,3,1,2,1",False
1449,150,7,2A+2T<<,4.07,-1.13,2.94,"-3,-3,-4,-3,-3,-4,-4,-4,-3",True
1450,150,8,3F+1Eu+2S,7.81,-1.29,6.52,"-1,-2,-3,-2,-2,-2,-3,-3,-3",True
1451,150,9,3Lz<F<,5.19,-2.36,2.83,"-5,-5,-5,-5,-5,-5,-5,-5,-5",True
1452,150,10,CSSp4,3.0,0.26,3.26,"1,2,1,1,1,0,2,0,0",False
1453,150,11,StSq2,2.6,0.26,2.86,"1,1,1,1,1,3,1,1,1",False
1454,150,12,CCoSp3,3.0,0.09,3.09,"0,0,0,0,1,1,-1,2,0",False
1455,151,1,4TF,9.5,-4.75,4.75,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1456,151,2,3Lz+3T,10.1,1.18,11.28,"3,2,2,2,1,2,2,2,2",False
1457,151,3,3Lo<,3.92,-0.78,3.14,"-2,-2,-2,-2,-2,-2,-3,-2,-1",False
1458,151,4,3Aq+2A<<+SEQ,9.1,-4.0,5.1,"-4,-5,-5,-5,-5,-5,-5,-5,-5",False
1459,151,5,FCSp3,2.8,0.0,2.8,"0,0,0,1,0,0,0,0,0",False
1460,151,6,StSq2,2.6,0.19,2.79,"2,0,1,1,1,1,0,-1,1",False
1461,151,7,3A<,7.04,-3.11,3.93,"-4,-5,-5,-5,-5,-5,-5,-5,-4",True
1462,151,8,3F+1Eu+3S,11.11,-0.53,10.58,"0,-1,-2,0,0,-1,-2,-2,-1",True
1463,151,9,3F,5.83,0.53,6.36,"1,0,0,1,1,1,1,2,2",True
1464,151,10,CSSp4,3.0,0.39,3.39,"1,1,2,2,1,1,2,1,1",False
1465,151,11,ChSq1,3.0,0.79,3.79,"3,1,2,2,1,2,1,-2,2",False
1466,151,12,CCoSp4,3.5,0.55,4.05,"2,1,1,1,2,2,2,2,1",False
1467,152,1,4T<<F<<,4.2,-2.1,2.1,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1468,152,2,3Lz<,4.72,-1.21,3.51,"-2,-2,-2,-3,-2,-4,-3,-2,-4",False
1469,152,3,3Lo<,3.92,-1.07,2.85,"-3,-2,-2,-3,-3,-3,-3,-3,-2",False
1470,152,4,3T+2A+2A+SEQ,10.8,0.42,11.22,"1,1,1,0,1,1,1,1,1",False
1471,152,5,ChSq1,3.0,0.79,3.79,"3,1,2,0,1,2,2,2,1",False
1472,152,6,3Sq,4.73,-0.8,3.93,"-3,-1,-2,-2,-2,-2,-2,-2,-1",True
1473,152,7,3Lo<+1T,4.75,-0.95,3.8,"-3,-2,-2,-3,-2,-3,-3,-2,-2",True
1474,152,8,3T,4.62,-0.12,4.5,"0,0,0,0,0,-1,-1,-1,0",True
1475,152,9,FCSp4,3.2,0.59,3.79,"2,1,2,1,2,2,2,2,2",False
1476,152,10,StSq3,3.3,0.33,3.63,"1,0,2,0,1,1,2,2,0",False
1477,152,11,FCCoSp4,3.5,0.5,4.0,"1,2,1,1,1,2,2,2,1",False
1478,152,12,CCoSp2,2.5,0.21,2.71,"0,2,1,0,1,1,1,1,1",False
1479,153,1,4Lz,11.5,1.97,13.47,"3,2,1,2,1,2,2,1,2",False
1480,153,2,3A,8.0,0.91,8.91,"2,1,1,1,1,1,0,1,2",False
1481,153,3,4T+2T,10.8,-0.95,9.85,"-1,-1,0,-1,-1,-1,-2,-1,-1",False
1482,153,4,FCSp4,3.2,0.5,3.7,"2,2,1,3,0,2,1,2,1",False
1483,153,5,CCoSp4,3.5,0.75,4.25,"2,3,1,2,2,2,2,3,2",False
1484,153,6,StSq4,3.9,1.56,5.46,"5,5,4,4,4,4,3,3,4",False
1485,153,7,CSSp3,2.6,0.59,3.19,"2,3,2,3,3,2,3,-3,1",False
1486,154,1,4T+3T,13.7,0.68,14.38,"0,1,1,0,1,0,1,1,1",False
1487,154,2,4S,9.7,1.25,10.95,"1,1,2,0,2,1,1,1,2",False
1488,154,3,CCoSp3,3.0,0.34,3.34,"1,1,0,1,2,2,0,2,1",False
1489,154,4,3A,8.8,2.06,10.86,"3,3,3,2,2,3,2,3,2",True
1490,154,5,FCSp4,3.2,0.59,3.79,"2,2,2,2,3,2,1,1,2",False
1491,154,6,StSq4,3.9,1.0,4.9,"3,3,3,2,3,3,2,1,2",False
1492,154,7,CSSp4,3.0,0.3,3.3,"1,3,2,0,0,0,2,-3,2",False
1493,155,1,4T+3T,13.7,3.66,17.36,"4,4,3,4,4,4,4,4,3",False
1494,155,2,4SqFq,9.7,-4.85,4.85,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1495,155,3,CCSp3,2.8,0.48,3.28,"2,3,2,1,0,3,2,2,-1",False
1496,155,4,3A,8.8,-2.4,6.4,"-3,-2,-2,-3,-3,-3,-4,-3,-4",True
1497,155,5,FSSp4,3.0,0.6,3.6,"2,2,1,3,2,3,3,1,1",False
1498,155,6,StSq4,3.9,1.56,5.46,"4,5,4,4,4,4,4,4,4",False
1499,155,7,CCoSp4,3.5,1.05,4.55,"3,3,3,3,3,3,3,3,2",False
1500,156,1,3F,5.3,1.82,7.12,"3,4,4,4,3,3,3,4,3",False
1501,156,2,3Aq,8.0,-1.6,6.4,"-2,-2,-2,-2,-2,-2,-2,-2,-1",False
1502,156,3,FSSp4,3.0,0.77,3.77,"3,3,2,3,2,2,3,2,3",False
1503,156,4,3Lz+3T,11.11,1.1,12.21,"2,2,2,2,2,2,2,-1,1",True
1504,156,5,StSq3,3.3,1.6,4.9,"5,5,4,5,5,5,4,5,5",False
1505,156,6,CCSp4,3.2,1.19,4.39,"4,4,3,3,4,4,3,4,4",False
1506,156,7,CCoSp4,3.5,1.25,4.75,"4,4,3,4,3,4,3,3,4",False
1507,157,1,3F!+3T,9.5,0.3,9.8,"-1,1,0,1,0,1,1,0,1",False
1508,157,2,4T,9.5,0.81,10.31,"1,1,1,1,1,0,2,-1,1",False
1509,157,3,FCSp4,3.2,0.55,3.75,"1,2,1,2,1,2,2,2,2",False
1510,157,4,3A,8.8,2.29,11.09,"3,2,3,3,2,3,3,4,3",True
1511,157,5,StSq3,3.3,0.57,3.87,"3,1,2,0,1,3,1,4,1",False
1512,157,6,CSSp3,2.6,0.33,2.93,"2,1,2,1,0,2,2,0,1",False
1513,157,7,CCoSp3,3.0,0.3,3.3,"1,1,1,1,1,-1,1,2,1",False
1514,158,1,4Sq,9.7,-1.25,8.45,"-2,-1,-1,-2,-2,-1,0,-1,-1",False
1515,158,2,3A,8.0,1.49,9.49,"2,1,3,1,2,2,2,2,2",False
1516,158,3,3Lzq+3T,10.1,-0.93,9.17,"-2,-1,0,-2,-2,-1,-2,-2,-1",False
1517,158,4,FCSp4,3.2,0.96,4.16,"3,2,3,3,4,3,3,4,2",False
1518,158,5,CSSp4,3.0,0.6,3.6,"2,2,2,-1,2,3,2,2,2",False
1519,158,6,StSq3,3.3,0.8,4.1,"3,2,3,1,3,2,2,3,2",False
1520,158,7,CCoSp4,3.5,0.95,4.45,"3,3,2,2,3,3,3,3,2",False
1521,159,1,4T+3T,13.7,2.71,16.41,"3,3,2,4,3,2,3,3,3",False
1522,159,2,3S,4.3,0.86,5.16,"3,3,3,3,2,1,1,1,-1",False
1523,159,3,FCSp4,3.2,0.64,3.84,"2,1,2,2,3,2,2,2,2",False
1524,159,4,3A<,7.04,-3.11,3.93,"-4,-5,-5,-5,-5,-4,-5,-5,-5",True
1525,159,5,CSSp4,3.0,0.73,3.73,"1,3,3,3,2,2,3,2,2",False
1526,159,6,StSq3,3.3,0.9,4.2,"3,3,3,2,3,3,3,1,2",False
1527,159,7,CCoSp4,3.5,0.55,4.05,"2,1,1,2,2,0,1,2,2",False
1528,160,1,4TqFq,9.5,-4.75,4.75,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1529,160,2,3Lz+3T,10.1,1.18,11.28,"2,2,2,3,2,2,2,1,2",False
1530,160,3,3A,8.8,1.03,9.83,"1,1,1,2,1,2,2,0,1",True
1531,160,4,CCoSp3,3.0,0.39,3.39,"1,3,0,2,2,2,1,-1,1",False
1532,160,5,StSq4,3.9,1.0,4.9,"3,2,3,3,3,3,2,2,2",False
1533,160,6,CCSp3,2.8,-0.2,2.6,"1,-1,-1,-2,-1,0,1,-2,-1",False
1534,160,7,FSSp4,3.0,0.04,3.04,"0,2,-1,1,-1,1,1,-2,0",False
1535,161,1,3F!,5.3,0.15,5.45,"0,0,1,0,0,1,0,1,0",False
1536,161,2,3Lz+3Tq,10.1,-0.42,9.68,"-2,-1,-1,0,-1,-1,0,0,-1",False
1537,161,3,CCSp3,2.8,-0.44,2.36,"1,-2,-2,-2,-3,-2,0,-1,-2",False
1538,161,4,3A,8.8,1.14,9.94,"1,1,2,2,1,2,1,0,2",True
1539,161,5,StSq4,3.9,1.06,4.96,"2,3,3,3,2,3,3,3,2",False
1540,161,6,CCoSp4,3.5,-0.15,3.35,"0,-2,-2,-2,1,1,0,-1,2",False
1541,161,7,FSSp3,2.6,-0.07,2.53,"-1,0,1,0,1,0,-2,0,-2",False
1542,162,1,4TqFq,9.5,-4.75,4.75,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1543,162,2,3Aq,8.0,-1.6,6.4,"-2,-2,-2,-2,-2,-2,-2,-3,-1",False
1544,162,3,FCSp3,2.8,0.04,2.84,"0,0,0,0,0,0,1,-3,1",False
1545,162,4,3Lz+3T,11.11,-0.59,10.52,"-1,-1,-1,-1,-1,-1,-2,-1,-1",True
1546,162,5,StSq2,2.6,0.37,2.97,"3,2,1,1,2,2,1,0,1",False
1547,162,6,CCoSp3V,2.25,0.1,2.35,"0,0,0,0,1,1,1,-2,1",False
1548,162,7,CSSp4,3.0,0.43,3.43,"1,2,2,1,2,2,1,1,1",False
1549,163,1,2T**,0.0,0.0,0.0,"-,-,-,-,-,-,-,-,-",False
1550,163,2,3A<,6.4,-2.1,4.3,"-3,-3,-3,-5,-2,-4,-4,-3,-3",False
1551,163,3,FCSp3,2.8,0.8,3.6,"3,3,3,3,2,3,3,1,3",False
1552,163,4,3Lz+3T,11.11,0.67,11.78,"0,1,1,2,1,2,1,0,2",True
1553,163,5,CSSp4,3.0,0.81,3.81,"3,3,3,3,2,3,3,1,2",False
1554,163,6,StSq4,3.9,0.84,4.74,"2,2,1,3,1,3,2,3,2",False
1555,163,7,CCoSp3,3.0,0.56,3.56,"0,2,2,1,1,2,3,2,3",False
1556,164,1,3T+3T,8.4,0.9,9.3,"1,2,2,2,2,3,2,2,3",False
1557,164,2,3Lz<F<,4.72,-2.36,2.36,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1558,164,3,2A,3.3,0.42,3.72,"1,1,2,1,0,1,2,1,2",False
1559,164,4,FCSp4,3.2,0.69,3.89,"2,3,2,2,2,2,2,3,2",False
1560,164,5,StSq3,3.3,0.66,3.96,"2,2,2,2,1,2,2,2,2",False
1561,164,6,CSSp4,3.0,0.47,3.47,"2,3,2,0,1,2,2,0,2",False
1562,164,7,CCoSp3,3.0,0.17,3.17,"1,0,1,0,1,1,0,-1,1",False
1563,165,1,3F+3Tq,9.5,-0.23,9.27,"0,-1,1,0,-1,-1,0,0,-1",False
1564,165,2,3Loq,4.9,-0.21,4.69,"-1,0,0,0,-1,-1,0,0,-1",False
1565,165,3,3S,4.3,0.92,5.22,"3,2,2,2,2,2,1,2,3",False
1566,165,4,2A,3.3,0.9,4.2,"3,3,2,3,3,2,2,3,3",False
1567,165,5,FCCoSp4,3.5,1.05,4.55,"3,3,3,3,3,3,3,3,2",False
1568,165,6,3Lz+2A+SEQ,10.12,1.18,11.3,"3,2,2,2,2,2,1,2,2",True
1569,165,7,3Lz+2T+2Lo,9.79,0.76,10.55,"2,2,1,1,1,0,1,3,1",True
1570,165,8,3F,5.83,0.98,6.81,"3,2,2,2,2,1,2,2,1",True
1571,165,9,CCoSp4,3.5,0.85,4.35,"3,3,3,2,2,2,2,3,2",False
1572,165,10,StSq4,3.9,1.28,5.18,"3,3,4,2,3,3,3,4,4",False
1573,165,11,ChSq1,3.0,1.57,4.57,"3,3,3,3,4,3,3,4,3",False
1574,165,12,LSp4,2.7,1.04,3.74,"4,3,4,4,4,5,4,4,3",False
1575,166,1,3A,8.0,0.8,8.8,"0,2,1,1,1,1,1,1,1",False
1576,166,2,3F+3Tq,9.5,-0.3,9.2,"0,-1,0,-1,-1,-1,0,0,-1",False
1577,166,3,2Lz,2.1,0.0,2.1,"0,0,0,0,0,0,0,0,0",False
1578,166,4,3S,4.3,0.92,5.22,"3,2,2,2,2,2,2,3,1",False
1579,166,5,FSSp4,3.0,0.6,3.6,"3,2,2,2,2,2,2,2,1",False
1580,166,6,3Lo+2A+2A+SEQ,12.65,0.98,13.63,"2,2,2,2,2,2,2,2,2",True
1581,166,7,3F!q,5.83,-1.14,4.69,"-1,-3,-1,-2,-3,-2,-2,-3,-2",True
1582,166,8,CCoSp4,3.5,0.8,4.3,"3,2,1,2,2,3,2,3,2",False
1583,166,9,3Lo,5.39,1.19,6.58,"3,2,2,2,2,3,3,3,2",True
1584,166,10,StSq3,3.3,0.85,4.15,"3,2,1,1,3,3,3,4,3",False
1585,166,11,ChSq1,3.0,1.5,4.5,"4,3,2,3,3,3,2,4,3",False
1586,166,12,LSp4,2.7,0.62,3.32,"3,2,1,2,2,2,2,3,3",False
1587,167,1,3Lo,4.9,1.19,6.09,"3,3,3,2,2,2,2,3,2",False
1588,167,2,3Lz+3Tq+2T,11.4,-0.42,10.98,"-1,-1,0,0,-1,-1,0,-2,-1",False
1589,167,3,3Fq,5.3,-0.61,4.69,"0,-2,-1,0,-2,-1,-1,-1,-2",False
1590,167,4,2A,3.3,0.66,3.96,"2,2,2,1,2,2,2,2,2",False
1591,167,5,FCCoSp4,3.5,0.6,4.1,"2,2,0,2,2,2,1,2,1",False
1592,167,6,3Lzq+2T,7.92,-0.67,7.25,"-1,-2,-1,-1,-2,-1,-1,-1,-1",True
1593,167,7,3F+2A+SEQ,9.46,0.98,10.44,"2,1,2,3,2,2,1,2,2",True
1594,167,8,3S,4.73,0.92,5.65,"3,2,2,2,2,2,2,3,2",True
1595,167,9,StSq3,3.3,0.94,4.24,"2,3,3,4,3,3,2,3,3",False
1596,167,10,ChSq1,3.0,1.29,4.29,"2,2,2,2,3,3,3,4,3",False
1597,167,11,CCoSp4,3.5,1.15,4.65,"4,3,3,3,4,3,3,4,2",False
1598,167,12,LSp2,1.9,0.19,2.09,"0,1,1,0,2,2,1,3,0",False
1599,168,1,3Lzq+3Tq,10.1,-1.77,8.33,"-2,-3,-3,-3,-3,-3,-3,-3,-3",False
1600,168,2,3Loq+2A+SEQ,8.2,-0.56,7.64,"-1,-2,-1,-1,-2,-1,-1,-1,-1",False
1601,168,3,3F!q,5.3,-1.36,3.94,"-1,-3,-2,-3,-3,-2,-3,-2,-3",False
1602,168,4,2A,3.3,0.52,3.82,"2,2,1,1,1,2,1,3,2",False
1603,168,5,FCCoSp4,3.5,1.0,4.5,"3,3,2,3,3,4,1,3,3",False
1604,168,6,3Lzq+2T+2Loq,9.79,-2.02,7.77,"-4,-3,-5,-4,-3,-3,-3,0,-4",True
1605,168,7,3S,4.73,0.61,5.34,"2,2,1,0,2,1,1,3,1",True
1606,168,8,3Loq,5.39,-0.7,4.69,"-2,-1,1,-3,-2,-1,-2,-1,-1",True
1607,168,9,StSq3,3.3,0.61,3.91,"2,2,1,1,2,2,2,3,2",False
1608,168,10,ChSq1,3.0,0.86,3.86,"2,2,1,1,2,2,1,3,2",False
1609,168,11,CCSp4,3.2,0.59,3.79,"3,2,1,2,2,2,1,4,1",False
1610,168,12,CCoSp4,3.5,1.0,4.5,"4,3,2,2,3,3,2,4,3",False
1611,169,1,3Lz+2T,7.2,0.59,7.79,"1,1,1,1,1,1,1,2,1",False
1612,169,2,3F,5.3,-1.44,3.86,"-2,-2,-3,-3,-3,-4,-2,-3,-3",False
1613,169,3,3Lo,4.9,0.84,5.74,"2,2,2,2,1,1,1,2,2",False
1614,169,4,3S,4.3,0.55,4.85,"2,1,2,1,2,1,0,1,1",False
1615,169,5,CCoSp4,3.5,0.5,4.0,"2,2,1,1,1,1,2,2,1",False
1616,169,6,3Lz+2A+SEQ,10.12,0.51,10.63,"1,1,1,1,2,1,1,0,0",True
1617,169,7,3Lo+2T+2T**,6.82,0.28,7.1,"1,1,1,0,1,0,0,1,0",True
1618,169,8,2A,3.63,0.24,3.87,"1,1,1,0,0,1,1,2,-1",True
1619,169,9,FCCoSp4,3.5,0.25,3.75,"0,2,2,0,1,1,0,1,0",False
1620,169,10,StSq3,3.3,0.52,3.82,"2,2,1,1,1,1,2,2,2",False
1621,169,11,ChSq1,3.0,1.0,4.0,"2,2,1,2,2,2,1,3,3",False
1622,169,12,LSp3,2.4,0.51,2.91,"3,3,2,2,2,1,2,4,1",False
1623,170,1,3S,4.3,0.86,5.16,"2,2,2,2,2,2,2,2,1",False
1624,170,2,3F+3T,9.5,0.83,10.33,"2,2,1,1,2,1,2,2,1",False
1625,170,3,3Lz,5.9,0.25,6.15,"1,1,1,0,0,1,0,0,0",False
1626,170,4,CCoSp4,3.5,0.85,4.35,"3,2,2,2,2,3,3,3,2",False
1627,170,5,ChSq1,3.0,0.71,3.71,"2,1,1,1,2,2,1,2,1",False
1628,170,6,3F,5.3,0.76,6.06,"2,2,2,1,1,1,2,1,1",False
1629,170,7,3Lz+1Eu<<+2S,7.92,-2.61,5.31,"-4,-4,-5,-5,-3,-5,-5,-5,-3",True
1630,170,8,3Lo+2A+SEQ,9.02,0.35,9.37,"0,1,1,1,1,1,1,0,0",True
1631,170,9,2A,3.63,0.24,3.87,"1,1,0,0,1,1,1,1,0",True
1632,170,10,StSq3,3.3,0.57,3.87,"3,2,2,1,1,2,2,2,1",False
1633,170,11,FCCoSp4,3.5,0.85,4.35,"3,3,3,2,2,1,3,3,0",False
1634,170,12,LSp4,2.7,0.54,3.24,"3,0,2,1,1,2,3,3,2",False
1635,171,1,4T<F<,7.6,-3.8,3.8,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1636,171,2,2A+3T,7.5,0.9,8.4,"3,2,1,2,2,2,2,3,2",False
1637,171,3,CCoSp3,3.0,0.51,3.51,"2,1,1,2,2,2,2,2,1",False
1638,171,4,3Loq,4.9,-0.98,3.92,"-2,-2,-2,-3,-2,-2,-2,-2,-2",False
1639,171,5,3SqFq,4.3,-2.15,2.15,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1640,171,6,ChSq1,3.0,0.71,3.71,"1,1,1,1,2,0,1,3,3",False
1641,171,7,3Lz+3T,11.11,1.1,12.21,"3,1,2,2,2,1,1,3,2",True
1642,171,8,3Fq+2A+2T+SEQ,10.89,-1.06,9.83,"-2,-2,-2,-1,-2,-2,-2,-2,-2",True
1643,171,9,FCCoSp4,3.5,0.65,4.15,"3,2,2,1,2,2,2,2,1",False
1644,171,10,3Lz<<F<<,2.31,-1.05,1.26,"-5,-5,-5,-5,-5,-5,-5,-5,-5",True
1645,171,11,StSq4,3.9,1.06,4.96,"3,3,2,4,3,3,2,3,2",False
1646,171,12,LSp3,2.4,0.65,3.05,"4,2,2,2,3,3,2,3,4",False
1647,172,1,3Lz+3Tq,10.1,-1.1,9.0,"-2,-2,-1,-2,-2,-1,-2,-2,-3",False
1648,172,2,3F!,5.3,-0.38,4.92,"0,-1,0,-1,-1,-1,-1,0,-1",False
1649,172,3,3Lz,5.9,0.42,6.32,"0,1,2,0,1,1,1,1,0",False
1650,172,4,FCCoSp3,3.0,0.56,3.56,"3,2,2,2,2,2,1,2,1",False
1651,172,5,2A,3.3,0.42,3.72,"1,1,2,1,1,2,1,2,1",False
1652,172,6,ChSq1,3.0,0.79,3.79,"2,1,2,1,1,2,2,3,1",False
1653,172,7,3Loq+2A+2T+SEQ,10.45,-0.98,9.47,"-2,-2,-2,-2,-2,-1,-2,-2,-3",True
1654,172,8,3Loq,5.39,-1.47,3.92,"-3,-3,-3,-3,-3,-2,-3,-4,-3",True
