id,performance_id,element_index,element_name,base_value,goe,panel_score,judges_scores,is_bonus
1084,113,6,CSSp4,3.0,-0.04,2.96,"0,-1,1,1,0,0,0,-2,-1",False
1085,113,7,CCoSp3,3.0,-0.17,2.83,"-1,0,0,1,-1,-1,-1,-2,0",False
1086,114,1,4Sq,9.7,-0.28,9.42,"-1,0,-1,-1,1,0,0,0,0",False
1087,114,2,3A,8.0,2.06,10.06,"3,3,4,2,3,2,3,2,2",False
1088,114,3,3Lz+3T<F<,9.26,-2.95,6.31,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1089,114,4,FCSp4,3.2,1.1,4.3,"4,4,2,3,4,4,3,2,4",False
1090,114,5,CSSp4,3.0,0.51,3.51,"2,2,2,0,1,2,2,2,1",False
1091,114,6,StSq4,3.9,0.95,4.85,"3,2,3,2,3,3,2,2,2",False
1092,114,7,CCoSp4,3.5,1.05,4.55,"3,3,3,2,3,4,3,3,3",False
1093,115,1,4S,9.7,-0.97,8.73,"-1,-2,0,-1,0,-2,-1,-1,-1",False
1094,115,2,3A,8.0,1.14,9.14,"1,2,2,2,2,1,1,1,0",False
1095,115,3,CCSp4,3.2,0.55,3.75,"0,2,1,2,2,2,1,2,2",False
1096,115,4,3Lz+3T,11.11,1.43,12.54,"1,3,2,2,3,3,2,3,2",True
1097,115,5,FSSp3,2.6,0.33,2.93,"1,1,2,1,3,2,1,0,1",False
1098,115,6,StSq2,2.6,0.41,3.01,"2,2,1,2,3,2,0,0,2",False
1099,115,7,CCoSp4,3.5,0.35,3.85,"1,2,1,1,1,1,0,0,2",False
1100,116,1,4T,9.5,0.95,10.45,"0,1,2,1,1,1,2,0,1",False
1101,116,2,3A,8.0,-3.2,4.8,"-4,-4,-3,-4,-4,-4,-4,-4,-4",False
1102,116,3,FSSp4,3.0,0.43,3.43,"2,2,1,1,1,2,0,2,1",False
1103,116,4,3Lo+3T,10.01,0.98,10.99,"1,2,2,2,2,2,2,2,2",True
1104,116,5,CCoSp4,3.5,0.8,4.3,"3,2,2,2,3,3,2,2,2",False
1105,116,6,StSq2,2.6,0.48,3.08,"2,2,2,2,2,1,2,1,2",False
1106,116,7,CCSp4,3.2,0.55,3.75,"1,2,3,1,2,2,0,1,3",False
1107,117,1,3F+3Tq,9.5,0.3,9.8,"1,1,-1,0,0,1,1,1,0",False
1108,117,2,3Lo,4.9,1.19,6.09,"2,2,3,2,2,3,3,2,3",False
1109,117,3,3S,4.3,0.92,5.22,"2,2,2,2,2,2,3,3,2",False
1110,117,4,2A,3.3,0.61,3.91,"3,1,2,2,2,-1,2,2,2",False
1111,117,5,FCCoSp4,3.5,0.9,4.4,"3,3,3,2,3,2,2,2,3",False
1112,117,6,3Lz+2A+SEQ,10.12,1.6,11.72,"3,2,3,3,2,4,2,3,3",True
1113,117,7,3Lzq+2T+2Loq,9.79,-1.6,8.19,"-3,-3,-3,-3,-2,-3,-2,-3,-2",True
1114,117,8,3Fq,5.83,0.0,5.83,"1,-1,-1,0,0,0,1,0,0",True
1115,117,9,CCoSp4,3.5,0.95,4.45,"4,3,3,2,3,3,2,2,3",False
1116,117,10,StSq4,3.9,1.5,5.4,"4,4,4,3,4,4,4,4,3",False
1117,117,11,ChSq1,3.0,1.79,4.79,"4,3,3,3,4,3,4,4,4",False
1118,117,12,LSp4,2.7,1.31,4.01,"5,5,5,4,5,2,5,5,5",False
1119,118,1,3F+3T<,8.66,-0.23,8.43,"0,0,-1,0,-1,-2,0,-1,0",False
1120,118,2,2A,3.3,1.08,4.38,"4,3,3,3,3,3,4,3,4",False
1121,118,3,3Lo,4.9,1.47,6.37,"3,3,3,3,3,3,3,3,3",False
1122,118,4,3S,4.3,1.11,5.41,"2,3,2,2,3,3,3,2,3",False
1123,118,5,FCCoSp3,3.0,0.51,3.51,"2,2,1,3,2,0,0,3,2",False
1124,118,6,3F!+2A+SEQ,9.46,0.45,9.91,"1,1,1,1,1,0,1,0,1",True
1125,118,7,3Lo<+2T+2Lo,7.61,-0.39,7.22,"0,0,-2,-1,-1,-2,-1,-1,-1",True
1126,118,8,3Lz<,5.19,-0.27,4.92,"0,0,-1,0,-1,-2,0,-1,-1",True
1127,118,9,LSp4,2.7,0.89,3.59,"4,3,2,3,3,3,4,4,3",False
1128,118,10,ChSq1,3.0,1.64,4.64,"4,4,3,4,3,3,3,3,3",False
1129,118,11,StSq4,3.9,1.34,5.24,"4,4,3,4,2,3,3,3,4",False
1130,118,12,CCoSp2,2.5,0.82,3.32,"3,3,3,4,3,3,3,4,4",False
1131,119,1,2A,3.3,-1.23,2.07,"-4,-3,-4,-4,-4,-4,-5,-3,-3",False
1132,119,2,3Lo+2T,6.2,0.98,7.18,"2,2,2,2,2,3,2,2,2",False
1133,119,3,3Lz+3T,10.1,1.52,11.62,"3,2,3,2,2,3,3,2,3",False
1134,119,4,3S,4.3,1.17,5.47,"2,3,2,3,2,3,3,3,3",False
1135,119,5,FSSp3,2.6,0.78,3.38,"2,3,3,3,3,3,3,3,3",False
1136,119,6,ChSq1,3.0,1.0,4.0,"2,1,2,1,3,2,2,2,3",False
1137,119,7,3Lz+2A+2T+SEQ,11.55,1.35,12.9,"3,2,3,1,2,3,2,2,2",True
1138,119,8,3F!q,5.83,-1.29,4.54,"-2,-2,-3,-2,-3,-2,-3,-2,-3",True
1139,119,9,3Lo,5.39,1.05,6.44,"2,2,2,2,1,3,3,2,2",True
1140,119,10,StSq3,3.3,1.18,4.48,"5,4,3,3,3,3,4,4,4",False
1141,119,11,LSp4,2.7,0.69,3.39,"3,3,2,2,3,2,3,2,3",False
1142,119,12,CCoSp4,3.5,1.2,4.7,"4,4,4,3,3,3,3,3,4",False
1143,120,1,3Lz+3T<,9.26,-0.34,8.92,"0,0,-1,0,-1,-2,0,-1,-1",False
1144,120,2,3Lo+2A+SEQ,8.2,0.98,9.18,"2,2,2,2,2,2,2,2,3",False
1145,120,3,3F,5.3,0.91,6.21,"1,2,2,1,2,2,2,1,2",False
1146,120,4,2A,3.3,0.57,3.87,"1,1,2,2,1,2,2,2,2",False
1147,120,5,FCCoSp4,3.5,1.15,4.65,"3,4,3,4,3,5,2,3,3",False
1148,120,6,3Lz<,5.19,-1.35,3.84,"-3,-3,-2,-2,-3,-3,-3,-3,-3",True
1149,120,7,3S+2T+2Loq,8.03,-0.43,7.6,"-1,0,-1,-1,-2,0,-1,-2,-1",True
1150,120,8,3Lo,5.39,-0.56,4.83,"-1,-1,-1,-1,-1,-1,-2,-3,-1",True
1151,120,9,StSq3,3.3,0.71,4.01,"1,3,2,2,2,3,2,2,2",False
1152,120,10,ChSq1,3.0,0.86,3.86,"3,3,1,2,1,1,2,2,1",False
1153,120,11,CCSp4,3.2,0.91,4.11,"4,3,2,3,3,4,2,2,3",False
1154,120,12,CCoSp3,3.0,1.07,4.07,"3,4,3,4,3,4,4,3,4",False
1155,121,1,3Lz+1Eu+3Sq,10.7,-0.84,9.86,"-1,-2,-2,-1,-1,-1,-2,-2,0",False
1156,121,2,3F,5.3,1.36,6.66,"3,2,2,3,2,3,2,3,3",False
1157,121,3,3Lo+2T,6.2,0.98,7.18,"2,1,2,2,2,3,2,2,2",False
1158,121,4,3Lo,4.9,1.12,6.02,"3,1,2,2,2,2,3,2,3",False
1159,121,5,CSp3,2.3,0.46,2.76,"2,2,2,2,2,2,2,2,3",False
1160,121,6,CCoSp4,3.5,0.8,4.3,"2,0,3,2,3,2,2,2,3",False
1161,121,7,3Lz<<F<<,2.31,-1.05,1.26,"-5,-5,-5,-5,-5,-5,-5,-5,-5",True
1162,121,8,3T+2A+SEQ,8.25,0.84,9.09,"2,2,0,2,2,2,2,2,3",True
1163,121,9,2Aq,3.63,-0.57,3.06,"-2,-2,-2,-2,-1,-2,-2,-1,-1",True
1164,121,10,StSq2,2.6,0.52,3.12,"1,1,2,2,2,2,3,2,3",False
1165,121,11,ChSq1,3.0,1.36,4.36,"2,3,2,3,3,2,3,3,3",False
1166,121,12,FCCoSp4V,2.63,0.45,3.08,"2,1,2,2,3,1,2,1,2",False
1167,122,1,3LzqFq,5.9,-2.95,2.95,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1168,122,2,3T,4.2,0.78,4.98,"2,2,2,2,1,2,2,1,2",False
1169,122,3,3Sq,4.3,-0.55,3.75,"-2,-1,-1,-1,-2,-1,-3,-1,-1",False
1170,122,4,2A,3.3,0.57,3.87,"1,2,1,2,1,2,2,2,2",False
1171,122,5,FCSp4,3.2,0.78,3.98,"2,3,3,2,2,4,2,2,3",False
1172,122,6,ChSq1,3.0,1.36,4.36,"2,4,3,3,2,3,3,2,3",False
1173,122,7,2A+1Eu+3Fq,10.01,-0.3,9.71,"-1,0,-1,0,0,-1,0,-1,-2",True
1174,122,8,3Lzq+COMBO+1T*,6.49,-2.95,3.54,"-5,-5,-5,-5,-5,-5,-5,-3,-5",True
1175,122,9,3F!q+2T<,6.97,-2.42,4.55,"-4,-4,-4,-5,-5,-5,-5,-4,-5",True
1176,122,10,LSp4,2.7,0.66,3.36,"3,2,2,1,3,3,2,2,3",False
1177,122,11,StSq3,3.3,1.23,4.53,"4,4,4,3,4,5,3,3,4",False
1178,122,12,CCoSp4,3.5,1.05,4.55,"3,2,3,3,3,4,3,3,3",False
1179,123,1,3Lz,5.9,-0.08,5.82,"0,1,0,0,-1,-1,0,0,0",False
1180,123,2,3F,5.3,1.06,6.36,"2,2,2,2,2,3,2,2,2",False
1181,123,3,3Lo,4.9,1.12,6.02,"2,2,2,2,2,3,3,2,3",False
1182,123,4,3S,4.3,0.86,5.16,"2,2,1,2,2,2,2,2,2",False
1183,123,5,CCoSp4,3.5,0.0,3.5,"1,1,0,-1,-1,-1,0,0,2",False
1184,123,6,3T+2A+1A+SEQ,9.46,0.48,9.94,"1,1,1,1,1,2,0,1,2",True
1185,123,7,3Lo+2T,6.82,0.98,7.8,"2,2,2,2,2,2,2,2,2",True
1186,123,8,2A,3.63,-0.38,3.25,"-1,-1,0,-1,-2,-1,-2,-1,-1",True
1187,123,9,FCCoSp4,3.5,0.4,3.9,"1,1,2,1,1,2,1,1,0",False
1188,123,10,StSq3,3.3,0.52,3.82,"2,1,2,2,1,2,1,1,2",False
1189,123,11,ChSq1,3.0,1.0,4.0,"2,2,2,2,2,3,2,2,2",False
1190,123,12,LSp4,2.7,0.54,3.24,"2,1,2,2,2,2,3,2,2",False
1191,124,1,2A,3.3,0.52,3.82,"1,2,1,1,2,1,2,2,2",False
1192,124,2,3F+3T<,8.66,-1.29,7.37,"-2,-3,-3,-2,-3,-3,-2,-2,-2",False
1193,124,3,3S<,3.44,-0.84,2.6,"-2,-2,-2,-3,-3,-3,-2,-2,-3",False
1194,124,4,ChSq1,3.0,0.57,3.57,"1,2,1,0,2,2,1,1,0",False
1195,124,5,3Lo,4.9,0.42,5.32,"1,2,1,1,1,1,0,0,1",False
1196,124,6,CCoSp4,3.5,0.75,4.25,"2,3,2,1,2,3,0,2,3",False
1197,124,7,3Lz!q+2A+2T+SEQ,11.55,-1.77,9.78,"-3,-3,-3,-2,-3,-3,-3,-3,-3",True
1198,124,8,3Lz!+2T,7.92,-0.51,7.41,"-1,-1,-2,0,-1,-2,0,-1,0",True
1199,124,9,3F,5.83,0.0,5.83,"0,0,0,0,0,0,0,0,0",True
1200,124,10,FCSp4,3.2,0.69,3.89,"2,2,3,2,2,3,2,2,2",False
1201,124,11,StSq2,2.6,0.48,3.08,"2,2,2,1,2,2,2,2,1",False
1202,124,12,FCCoSp4,3.5,0.6,4.1,"2,2,2,2,1,3,0,0,3",False
1203,125,1,3Lz+3T<,9.26,-0.93,8.33,"-2,0,-2,-1,-2,-2,-1,-1,-2",False
1204,125,2,2AF,3.3,-1.65,1.65,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1205,125,3,3F!q,5.3,-1.51,3.79,"-3,-3,-2,-2,-3,-3,-3,-3,-3",False
1206,125,4,3Loq+2A+SEQ,8.2,-0.91,7.29,"-1,0,-2,-2,-2,-2,-2,-2,-2",False
1207,125,5,CCoSp3,3.0,0.43,3.43,"2,3,1,0,1,2,2,2,0",False
1208,125,6,ChSq1,3.0,1.0,4.0,"2,2,2,2,2,2,1,2,2",False
1209,125,7,3Lo<,4.31,-0.61,3.7,"-2,-2,-1,-1,-1,-3,0,-2,-2",True
1210,125,8,3Lzq+2T+2Loq,9.79,-1.77,8.02,"-4,-3,-3,-3,-3,-3,-3,-3,-3",True
1211,125,9,3S<,3.78,-0.79,2.99,"-2,-1,-2,-2,-2,-3,-3,-2,-3",True
1212,125,10,FSSp3,2.6,0.33,2.93,"1,2,1,1,2,1,2,1,1",False
1213,125,11,StSq4,3.9,0.84,4.74,"1,3,2,2,2,2,3,2,2",False
1214,125,12,FCCoSp3V,2.25,0.36,2.61,"1,2,1,2,2,2,0,1,2",False
1215,126,1,3Lz+3T,10.1,0.93,11.03,"2,2,2,1,1,-1,2,1,2",False
1216,126,2,3F,5.3,0.45,5.75,"1,1,0,1,1,0,1,1,2",False
1217,126,3,3Lo,4.9,0.56,5.46,"1,1,1,1,2,1,2,1,1",False
1218,126,4,2A,3.3,0.05,3.35,"0,0,0,0,0,0,0,1,1",False
1219,126,5,FSSp3,2.6,0.59,3.19,"2,3,2,2,2,3,3,2,2",False
1220,126,6,ChSq1,3.0,-0.21,2.79,"-1,0,-1,0,0,1,-2,-1,0",False
1221,126,7,3Fq+1Eu+3Sq,11.11,-1.82,9.29,"-4,-4,-4,-3,-4,-3,-3,0,-3",True
1222,126,8,3Lz+2T,7.92,0.17,8.09,"1,1,0,0,0,-1,1,0,0",True
1223,126,9,2A,3.63,-0.33,3.3,"-1,0,-1,-1,-1,-1,-1,-1,-1",True
1224,126,10,StSq2,2.6,0.19,2.79,"1,1,0,1,1,1,0,0,1",False
1225,126,11,CCoSp2V,1.88,0.22,2.1,"1,2,0,1,1,3,1,1,1",False
1226,126,12,FCCoSp4,3.5,0.4,3.9,"2,2,1,2,2,0,0,0,1",False
1227,127,1,3Lz+3T<<F<<,7.2,-2.95,4.25,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1228,127,2,3Lo,4.9,0.84,5.74,"0,2,2,2,2,1,1,2,2",False
1229,127,3,3S,4.3,0.68,4.98,"0,1,1,2,1,2,2,2,2",False
1230,127,4,2A,3.3,0.42,3.72,"0,1,1,2,1,1,2,2,1",False
1231,127,5,FCSp3,2.8,0.2,3.0,"0,2,0,2,1,0,1,1,0",False
1232,127,6,StSq3,3.3,0.47,3.77,"0,1,2,2,2,1,2,1,1",False
1233,127,7,3F!q+2A+SEQ,9.46,-1.21,8.25,"-2,-2,-2,-2,-2,-3,-3,-2,-3",True
1234,127,8,3Lzq+2T+2Lo<,9.42,-2.44,6.98,"-4,-4,-4,-4,-4,-4,-5,-5,-4",True
1235,127,9,3F!<,4.66,-1.09,3.57,"-2,-3,-2,-1,-3,-3,-2,-3,-3",True
1236,127,10,ChSq1,3.0,0.86,3.86,"1,2,1,2,2,1,2,2,2",False
1237,127,11,CCoSp3,3.0,0.47,3.47,"1,1,1,2,2,0,2,2,2",False
1238,127,12,FCCoSp4,3.5,0.35,3.85,"1,1,1,1,1,1,0,3,1",False
1239,128,1,3A,8.0,-3.54,4.46,"-5,-5,-5,-4,-4,-4,-5,-4,-4",False
1240,128,2,2Lz,2.1,0.0,2.1,"0,0,0,0,0,-1,0,0,0",False
1241,128,3,3Lo,4.9,-1.54,3.36,"-3,-4,-3,-3,-4,-3,-3,-3,-3",False
1242,128,4,3F,5.3,-1.29,4.01,"-2,-2,-3,-2,-2,-3,-2,-3,-3",False
1243,128,5,FCCoSp3,3.0,0.47,3.47,"2,1,2,1,1,2,0,2,2",False
1244,128,6,3Lz+2Tq+2Loq,9.79,-2.02,7.77,"-3,-3,-4,-3,-4,-4,-4,-3,-3",True
1245,128,7,3S<,3.78,-0.84,2.94,"-2,-2,-2,-3,-3,-3,-3,-2,-2",True
1246,128,8,3Lo+2A+SEQ,9.02,-0.7,8.32,"-1,-1,-1,-2,-2,-2,-1,-2,0",True
1247,128,9,ChSq1,3.0,0.07,3.07,"0,0,0,0,1,-2,-1,1,1",False
1248,128,10,FCSp3,2.8,0.4,3.2,"2,3,1,2,1,1,1,1,2",False
1249,128,11,StSq3,3.3,0.24,3.54,"1,0,1,0,1,-1,1,1,2",False
1250,128,12,CCoSp3,3.0,0.34,3.34,"2,1,0,2,2,0,0,1,2",False
1251,129,1,3F+3T,9.5,1.14,10.64,"2,2,2,2,2,3,3,2,2",False
1252,129,2,2A,3.3,0.47,3.77,"2,2,2,2,3,-1,1,1,0",False
1253,129,3,FCSp4,3.2,0.87,4.07,"3,3,3,2,3,2,3,2,3",False
1254,129,4,3Lz!,6.49,0.25,6.74,"1,1,0,0,0,-1,1,0,1",True
1255,129,5,CCoSp4,3.5,1.0,4.5,"4,4,3,2,2,3,0,3,3",False
1256,129,6,StSq4,3.9,1.34,5.24,"4,4,4,2,4,3,3,3,3",False
1257,129,7,LSp4,2.7,1.08,3.78,"5,4,4,3,4,4,4,4,4",False
1258,130,1,3F!+3T,9.5,0.3,9.8,"2,0,0,1,1,0,1,1,0",False
1259,130,2,2A,3.3,1.04,4.34,"4,3,3,4,2,3,3,3,3",False
1260,130,3,FCSp4,3.2,0.96,4.16,"3,3,2,1,4,2,3,4,4",False
1261,130,4,3Lo,5.39,1.61,7.0,"4,4,4,3,3,3,3,3,3",True
1262,130,5,StSq3,3.3,1.37,4.67,"5,5,4,4,4,3,4,4,4",False
1263,130,6,CCoSp3,3.0,0.6,3.6,"2,2,1,3,1,1,3,2,3",False
1264,130,7,LSp4,2.7,0.81,3.51,"4,3,2,3,3,3,3,3,3",False
1265,131,1,3T+3T,8.4,0.96,9.36,"2,2,3,2,2,3,2,3,2",False
1266,131,2,2A,3.3,0.8,4.1,"2,2,3,2,2,3,3,3,2",False
1267,131,3,FCSp4,3.2,0.82,4.02,"2,3,3,2,3,3,2,2,3",False
1268,131,4,3Lzq,6.49,-1.01,5.48,"-2,0,-2,-1,-2,-1,-3,-2,-2",True
1269,131,5,SSp4,2.5,0.79,3.29,"3,3,4,1,4,3,3,3,3",False
1270,131,6,CCoSp4,3.5,0.85,4.35,"2,3,3,1,2,2,2,3,4",False
1271,131,7,StSq4,3.9,1.39,5.29,"3,3,4,3,4,4,3,4,4",False
1272,132,1,3AF,8.0,-4.0,4.0,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1273,132,2,3Lz+3Tq,10.1,-1.18,8.92,"-2,-2,-3,-2,-2,-2,-2,-2,-2",False
1274,132,3,FSSp3,2.6,0.78,3.38,"3,3,2,3,3,3,3,3,3",False
1275,132,4,3Lo,5.39,1.4,6.79,"2,3,3,3,2,3,3,3,3",True
1276,132,5,LSp4,2.7,0.77,3.47,"3,2,3,2,3,3,3,3,3",False
1277,132,6,StSq4,3.9,0.95,4.85,"2,1,3,2,2,3,2,3,3",False
1278,132,7,CCoSp4,3.5,1.05,4.55,"3,3,4,3,3,2,3,3,3",False
1279,133,1,3Lzq+3T<,9.26,-2.36,6.9,"-3,-4,-4,-4,-4,-4,-4,-4,-4",False
1280,133,2,2A,3.3,0.75,4.05,"3,2,2,3,2,2,3,2,2",False
1281,133,3,LSp4,2.7,0.81,3.51,"3,3,3,3,3,3,4,3,3",False
1282,133,4,3Lo,5.39,1.19,6.58,"2,3,3,2,2,3,3,2,2",True
1283,133,5,StSq4,3.9,1.11,5.01,"3,2,3,3,3,3,3,1,3",False
1284,133,6,FSSp3,2.6,0.15,2.75,"3,3,0,1,-1,-2,0,2,-1",False
1285,133,7,CCoSp4,3.5,1.1,4.6,"3,3,2,4,3,4,3,3,3",False
1286,134,1,3Lzq+3Loq,10.8,-1.94,8.86,"-3,-4,-3,-3,-4,-3,-3,-3,-4",False
1287,134,2,2A,3.3,0.9,4.2,"2,2,3,3,3,3,3,2,3",False
1288,134,3,FCSp4,3.2,0.87,4.07,"3,2,3,3,3,3,2,3,2",False
1289,134,4,3F!<,4.66,-1.33,3.33,"-3,-4,-3,-3,-3,-3,-3,-3,-4",True
1290,134,5,CCoSp4,3.5,0.55,4.05,"2,1,2,1,2,1,2,1,2",False
1291,134,6,StSq3,3.3,1.27,4.57,"3,4,4,3,4,4,4,4,4",False
1292,134,7,LSp4,2.7,0.73,3.43,"3,2,3,2,2,3,3,3,3",False
1293,135,1,3Lz<+3T,8.92,-0.74,8.18,"-3,-1,-2,-1,-1,-2,-1,-1,-3",False
1294,135,2,2A,3.3,0.94,4.24,"2,3,3,3,3,2,3,3,3",False
1295,135,3,CCoSp3,3.0,0.73,3.73,"2,3,3,2,2,2,3,3,2",False
1296,135,4,3Lo,5.39,1.19,6.58,"2,2,3,1,2,3,3,3,2",True
1297,135,5,FSSp4,3.0,0.69,3.69,"3,2,2,2,2,3,3,2,1",False
1298,135,6,LSp3,2.4,0.62,3.02,"2,2,3,2,3,3,3,3,2",False
1299,135,7,StSq2,2.6,0.74,3.34,"2,3,5,2,2,3,3,4,3",False
1300,136,1,3T+3T,8.4,0.6,9.0,"2,1,2,1,2,1,2,1,1",False
1301,136,2,2A,3.3,0.52,3.82,"2,1,2,1,2,1,2,2,1",False
1302,136,3,LSp3,2.4,0.07,2.47,"1,-1,0,-1,0,0,1,1,1",False
1303,136,4,3Lz,6.49,0.0,6.49,"0,0,0,0,0,-1,0,0,0",True
1304,136,5,FCSp3,2.8,0.44,3.24,"2,1,2,1,2,1,2,1,2",False
1305,136,6,StSq3,3.3,0.61,3.91,"2,1,2,2,2,2,2,1,2",False
1306,136,7,CCoSp4,3.5,0.05,3.55,"0,-1,0,1,2,0,0,0,0",False
1307,137,1,3Lz+3T,10.1,1.52,11.62,"3,2,3,2,2,2,3,3,3",False
1308,137,2,2AqFq,3.3,-1.65,1.65,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1309,137,3,FCSp4,3.2,0.18,3.38,"0,1,1,0,0,1,1,1,0",False
1310,137,4,3F!,5.83,0.23,6.06,"0,0,0,1,0,0,1,1,1",True
1311,137,5,StSq3,3.3,0.75,4.05,"2,3,3,2,1,2,3,2,2",False
1312,137,6,SSp4,2.5,0.68,3.18,"2,4,3,3,2,2,3,3,3",False
1313,137,7,CCoSp2,2.5,-0.25,2.25,"-2,0,-3,-1,0,-3,2,1,-2",False
1314,138,1,3F+3T<,8.66,-1.59,7.07,"-3,-3,-3,-3,-3,-3,-2,-3,-3",False
1315,138,2,2A,3.3,-0.14,3.16,"0,-1,0,0,0,0,-1,-1,-1",False
1316,138,3,FCSp4,3.2,0.14,3.34,"0,1,0,1,1,0,0,1,0",False
1317,138,4,3Lz!,6.49,-0.76,5.73,"-1,-1,-1,-1,-1,-2,-1,-2,-2",True
1318,138,5,StSq4,3.9,0.67,4.57,"1,2,2,2,2,2,2,1,1",False
1319,138,6,SSp4,2.5,0.61,3.11,"2,3,2,2,3,3,3,2,2",False
1320,138,7,CCoSp4,3.5,0.7,4.2,"3,1,1,3,3,2,0,2,2",False
1321,139,1,3Lz+2T,7.2,0.25,7.45,"0,2,0,1,0,1,1,0,0",False
1322,139,2,2A,3.3,0.57,3.87,"1,1,2,2,2,1,2,2,2",False
1323,139,3,FCSp4,3.2,0.69,3.89,"2,2,2,3,2,2,3,2,2",False
1324,139,4,3F!,5.83,0.15,5.98,"0,0,0,1,0,0,1,0,1",True
1325,139,5,CCoSp3,3.0,0.13,3.13,"0,0,0,1,0,1,1,-1,1",False
1326,139,6,StSq1,1.8,0.21,2.01,"1,0,1,2,1,1,2,1,1",False
1327,139,7,LSp3,2.4,0.41,2.81,"3,1,0,3,1,0,3,2,2",False
1328,140,1,3LzF,5.9,-2.95,2.95,"-5,-5,-5,-5,-5,-5,-5,-5,-5",False
1329,140,2,2A,3.3,0.71,4.01,"2,2,2,2,3,3,2,2,0",False
1330,140,3,CCoSp3,3.0,0.51,3.51,"2,1,2,1,1,2,2,2,2",False
1331,140,4,3Lo+COMBOF,5.39,-2.45,2.94,"-5,-5,-5,-5,-5,-5,-5,-5,-5",True
1332,140,5,FSSp4,3.0,0.3,3.3,"2,1,0,1,1,-2,1,2,1",False
1333,140,6,StSq2,2.6,0.48,3.08,"2,1,2,1,2,2,2,2,2",False
1334,140,7,LSp4,2.7,0.39,3.09,"2,2,1,1,2,2,1,1,1",False
1335,141,1,4S,9.7,3.6,13.3,"3,4,3,4,5,4,4,4,3",False
1336,141,2,4T+3T,13.7,3.12,16.82,"2,3,4,5,3,3,4,3,3",False
1337,141,3,3Lz,5.9,1.94,7.84,"2,3,4,4,3,3,3,4,3",False
1338,141,4,3A+1Eu+3S,12.8,2.29,15.09,"3,3,3,2,2,3,3,3,3",False
1339,141,5,FCSSp4,3.0,0.81,3.81,"3,3,3,2,3,2,3,2,3",False
1340,141,6,3F,5.83,-1.59,4.24,"-2,-2,-4,-2,-3,-3,-4,-3,-4",True
1341,141,7,4TF,10.45,-4.75,5.7,"-5,-5,-5,-5,-5,-5,-5,-5,-5",True
1342,141,8,3A+2T,10.23,-1.26,8.97,"-2,-1,-2,-1,-1,-2,-2,-2,0",True
1343,141,9,CCoSp4,3.5,0.85,4.35,"2,2,2,3,2,3,3,3,2",False
1344,141,10,ChSq1,3.0,1.79,4.79,"4,4,3,5,3,4,3,4,3",False
1345,141,11,StSq4,3.9,1.5,5.4,"4,4,5,4,4,5,3,3,3",False
1346,141,12,FCCoSp4,3.5,1.2,4.7,"3,3,4,3,4,3,4,3,4",False
1347,142,1,4Lz,11.5,-3.78,7.72,"-3,-4,-2,-3,-3,-3,-4,-3,-4",False
1348,142,2,4T,9.5,2.58,12.08,"1,3,3,3,2,3,3,4,2",False
1349,142,3,4T+2T,10.8,-1.9,8.9,"-3,-1,0,-2,-2,-2,-4,-2,-2",False
1350,142,4,4S+1Eu+3Sq,14.5,-1.8,12.7,"-2,-1,-2,-2,-2,-1,-2,-2,-2",False
1351,142,5,3A,8.0,-2.74,5.26,"-2,-3,-3,-4,-3,-3,-4,-4,-5",False
1352,142,6,3A+REP,6.16,-2.97,3.19,"-3,-4,-4,-4,-3,-3,-4,-4,-4",True
1353,142,7,StSq4,3.9,1.62,5.52,"4,3,5,4,4,5,4,5,3",False
1354,142,8,3Lz,6.49,1.1,7.59,"1,3,2,3,1,2,2,2,0",True
1355,142,9,CCoSp4,3.5,0.75,4.25,"2,2,2,2,2,3,2,3,2",False
1356,142,10,FCCoSp3,3.0,0.47,3.47,"2,2,1,1,1,2,2,2,1",False
1357,142,11,ChSq1,3.0,2.07,5.07,"4,5,5,5,3,4,4,4,3",False
1358,142,12,CSSp3,2.6,0.48,3.08,"1,2,3,2,3,2,2,1,1",False
1359,143,1,4S,9.7,2.22,11.92,"2,2,2,2,3,3,2,3,2",False
1360,143,2,4T,9.5,-0.27,9.23,"-1,0,1,-1,1,0,-1,-1,0",False
1361,143,3,4S+3T,13.9,0.97,14.87,"1,1,2,1,1,2,0,0,1",False
1362,143,4,ChSq1,3.0,0.64,3.64,"2,2,2,0,1,2,1,0,1",False
1363,143,5,1A+1Eu+3S,5.9,0.06,5.96,"0,0,-1,0,0,1,1,0,0",False
1364,143,6,CCoSp3,3.0,0.39,3.39,"2,1,1,1,1,2,1,2,1",False
1365,143,7,3F+3A<+SEQ,12.87,-1.37,11.5,"-2,-2,-2,-2,-2,-3,-2,-3,-1",True
1366,143,8,3Lz,6.49,0.67,7.16,"2,1,1,1,2,1,1,1,1",True
1367,143,9,3Lo,5.39,0.91,6.3,"2,2,2,2,2,2,2,1,1",True
1368,143,10,FCSp4,3.2,0.55,3.75,"1,2,2,3,3,2,1,1,1",False
1369,143,11,StSq3,3.3,0.85,4.15,"3,3,3,2,3,4,2,1,2",False
